evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page,review_state,ruleset_version
ev_t4_slope_mucida23_1,mucida_2023,agroforestry,agroforestry__silvopastoral,slope,"{""threshold_plane_max_pct"": 3, ""threshold_smooth_wavy_max_pct"": 8, ""threshold_mod_wavy_max_pct"": 20, ""threshold_strong_wavy_max_pct"": 45}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle"", ""data_source"": ""SRTM 30m"", ""note"": ""PCU scores decline monotonically with slope; 0-3%=highest aptitude (score 4.2-5); >45%=lowest aptitude (score 1.0-1.8)""}",structural_suitability,literature_relationship,table,practice_technology,,low,"The slope values were then categorised into a plane (0 to 3%), smooth wavy (3 to 8%), moderately wavy to wavy (8 to 20%), strong wavy (20 to 45%), and mountainous to steep (> 45%)",2,false,terrain slope categories,,,"[VERIFY-FLAG mismatch: Suitability labels (optimal/suitable/unsuitable) smuggled — quote gives only terrain category names (plane, smooth wavy, etc.); direction=negative also absent from this quote. Numeric bounds (3, 8, 20, 45) are correct.]",page,,,,,,,,
ev_t4_slope_mucida23_2,mucida_2023,agroforestry,agroforestry__silvopastoral,slope,"{""slope_weight_pct"": 50, ""soil_class_weight_pct"": 39, ""lithology_weight_pct"": 11}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,low,"considering weights of 50% (w1= 0,50) for slope, 39% (w2=0,39) for soil class, and 11% (w3= 0,11) for lithology",4,false,slope weight in PCU AHP,,,[VERIFY-FLAG mismatch: method=AHP not stated in quote; quote only gives the three weights (50/39/11). AHP is smuggled from elsewhere.],page,,,,,,,,
ev_t4_slope_mucida23_3,mucida_2023,agroforestry,agroforestry__silvopastoral,slope,"{""slope_weight_pct"": 50, ""data_source"": ""SRTM""}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,low,"The slope is the main layer in the PCU spatial distribution. In addition to the high weight (50%), it is the layer with the highest resolution and detail and the only layer derived from numerical and continuous in­formation (i.e., SRTM).",5,false,slope as main PCU layer,,,[VERIFY-FLAG mismatch: direction=negative not stated in this quote; quote only affirms high weight (50%) and SRTM source. Direction is from a different part of the paper.],page,,,,,,,,
ev_t4_drain_mucida23_1,mucida_2023,agroforestry,agroforestry__silvopastoral,soil_drainage,"{""direction"": ""positive"", ""score_high"": 5, ""note"": ""Soils with drainage balance, more clayey, deeper, and fertile score closer to 5; poor drainage scores lower""}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle"", ""soil_class_weight_pct"": 39}",structural_suitability,literature_relationship,cited_secondary,practice_technology,,low,"Soils are weighted according to drainage attributes, texture, effective depth, and fertility. Soils with drainage balance, more clayey texture, and more profound and fertile had notes closer to five",2,false,soil drainage attributes in PCU,,,"[VERIFY-FLAG mismatch: Note smuggles specific soil taxonomy names (Oxisols, Nitosols, Spodzols, Histosols, Entisols) absent from the quote. score_low=1 not explicit in quote (only ""closer to five"" stated). score_high=5 is quote-supported.] Costa et al. (2019)",page,,,,,,,,
ev_t4_lc_mucida23_1,mucida_2023,agroforestry,agroforestry__silvopastoral,land_cover,"{""threshold_min"": 3, ""direction"": ""positive"", ""note"": ""PCU >=3 = agrosilvopastoral aptitude; PCU <3 = biodiversity conservation/exclusion""}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle"", ""note"": ""PCU = composite of slope (50%), soil class (39%), lithology (11%)""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,low,Costa et al. (2019) divided the PCU into five classes regarding the potential for conservation use. This work adopted the most straightfor­ward division for analysing the fitness for use: PCU ≥3 indicated apti­tude for agrosilvopastoral activities and PCU<3 for biodiversity conservation,8,false,PCU aptitude threshold for agrosilvopastoral,,,"[query 2026-09-18 by peetmate; reason:insufficient_context; note:I do not understand what PCU is, needs a definition if to be useful.] [VERIFY-FLAG mismatch: scale_range=1-5 not stated in this quote (comes from elsewhere in paper); smuggled. threshold_min=3 and the aptitude split are quote-faithful.]",page,,,,,,,,
ev_t4_pa_mucida23_1,mucida_2023,agroforestry,agroforestry__silvopastoral,protected_area_status,"{""direction"": ""negative"", ""note"": ""PPAs are legal exclusion zones reducing agrosilvopastoral footprint within high-PCU areas""}","{""study_region"": ""Minas Gerais, Brazil"", ""study_income_group"": ""upper_middle"", ""legal_reference"": ""Brazil Lei 12.727/2012""}",structural_suitability,scoping_candidate,primary_measured,practice_technology,,medium,"Land use data subdivided by administrative regions indicate lower use than suitable areas (Table 4). However, part of the eligible areas consists of Permanent Protection Areas (PPA), regulated by federal laws (Brazil, 2012). Regions in the north-central of the Minas Gerais state (North, Northwest, Jequitinhonha, Mucuri) have lower land use percentual compared to the other areas.",5,true,Permanent Protection Areas (PPA),,,"[reviewed 2026-09-18 by peetmate; reason:other; note:This is borderline, I think it is technically correct, but not terribly helpful.]",page,,,,,,,,2026-06-18.section-scope
ev_t4_slope_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,slope,"{""opt_high"": 10, ""mod_high"": 20, ""marginal_high"": 30, ""not_suitable_above"": 40, ""unit"": ""degrees"", ""direction"": ""lower_better""}",,structural_suitability,literature_relationship,table,crop_specific,,low,"Slope (°)	Below 10	17.4	8	0.271	27.10
10–20	37.4	5
20–30	15.23	3
30–40	20.55	2
Above 40	9.42	1",13,false,Slope (°),Morus spp.,,"[VERIFY-FLAG mismatch: abs_max: 40 is wrong — the quote has an 'Above 40' bin (score 1), so 40 is not the ceiling; values >40 exist and score as not-suitable. The three classes above mod_high (20-30, 30-40, >40) are collapsed into a single abs_max, losing the 20-30 and 30-40 intermediate grades.] AHP weights from expert interviews and literature (Bera 2002; FAO 2007; Handique et al. 2016; Uniyall 2014) as stated p.5",page,,,,,,,,
ev_t4_mat_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,mean_annual_temperature,"{""opt_low"": 20, ""opt_high"": 24, ""mod_high"": 28, ""not_suitable_below"": 20, ""not_suitable_above"": 32, ""unit"": ""degrees_C""}",,structural_suitability,literature_relationship,table,crop_specific,,low,"Temperature °c	20–24	15.08	7	0.2287	22.87
24–28	21.06	4
28–32	62.22	2
< 20 and > 32	0.9	1",13,false,Temperature °c,Morus spp.,,"[VERIFY-FLAG mismatch: abs_min: 20 is wrong — the quote has a '< 20' bin (score 1), meaning sub-20 values exist and are scored as not-suitable; 20 is not an absolute floor. abs_max: 32 has the same problem: '> 32' is a not-suitable class, not an absolute ceiling.] AHP weights from expert interviews and literature (Bera 2002; FAO 2007; Handique et al. 2016; Uniyall 2014) as stated p.5",page,,,,,,,,
ev_t4_precip_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,annual_precipitation,"{""opt_low"": 500, ""opt_high"": 750, ""mod_high"": 2000, ""not_suitable_below"": 500, ""not_suitable_above"": 3400, ""unit"": ""mm_yr""}",,structural_suitability,literature_relationship,table,crop_specific,,low,"Rainfall (mm)	500–750	5.59	7	0.1498	14.98
750–2000	17.75	5
2000–3400	52.4	3
< 500 and > 3400	23.26	1",13,false,Rainfall (mm),Morus spp.,,"[query 2026-09-18 by peetmate; reason:insufficient_context; note:table caption is cropped off, cannot correctly interpret table without it] [VERIFY-FLAG mismatch: abs_min: 500 is wrong — the quote has a '< 500' bin (score 1), meaning values below 500 exist and score as not-suitable; 500 is not a hard floor. abs_max: 3400 has the same defect: '> 3400' is a not-suitable class, not an absolute ceiling.] AHP weights from expert interviews and literature (Bera 2002; FAO 2007; Handique et al. 2016; Uniyall 2014) as stated p.5",page,,,,,,,,
ev_t4_soilph_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,soil_ph,"{""opt_low"": 6.5, ""opt_high"": 7.5, ""mod_low"": 5.5, ""mod_high"": 8.5, ""abs_max"": 9.5, ""unit"": ""pH""}",,structural_suitability,literature_relationship,table,crop_specific,,low,"Soil pH	6.5–7.5	14.46	8	0.029	2.9
5.5–6.5, 7.5–8.5	20.85	7
8.5–9.5	46.1	3
> 4.5, < 9.5	18.59	1",13,false,Soil pH,Morus spp.,,"[query 2026-09-18 by peetmate; reason:insufficient_context; note:table caption is cropped, cannot interperet the table -> always retain the table caption] [VERIFY-FLAG mismatch: Lower-side moderate class (5.5–6.5) is omitted — the quote shows a symmetric second bin '5.5–6.5, 7.5–8.5' (score 7) but the relationship only encodes the upper side (mod_high: 8.5). No mod_low or abs_min is given despite the quote implying ~4.5 as a lower bound. abs_max: 9.5 follows from '> 9.5' being out of range but that class in the quote reads '> 4.5, < 9.5' which is ambiguous and may mean the not-suitable fringe; the encoding is partially recoverable but the lower-side moderate bound must be added.] AHP weights from expert interviews and literature (Bhandari et al. 2014; Bera 2002) as stated p.6",page,,,,,,,,
ev_t4_soildrain_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,soil_drainage,"{""opt_class"": ""well_drained"", ""direction"": ""well_drained_preferred""}",,structural_suitability,literature_relationship,table,crop_specific,,high,"Soil drainage	Well drained	12.85	7	0.0485	4.85
Moderate drained	18.82	5
Excessively drained	49.2	2
Poorly drained	19.13	1",13,true,Soil drainage,Morus spp.,,"[dropped 2026-09-18 by peetmate; reason:species_envelope; note:read the captions for the Table: Table 4 Normalized weight and area (%) for eight selected parameters based on AHP and rank assigned to their sub-classes based on mulberry suitability -> it states this is Mulberry suitability not general agroforestry suitability.] [reclassified 2026-07-14 by peetmate → crop_specific; taxon:Morus spp.; note:2026-07 sweep-retro: restore species/crop evidence (keep + bank for reuse, not dropped)] AHP weights from expert interviews and literature (Bhandari et al. 2014) as stated p.6",page,,,,,,,dropped,
ev_t4_lulc_mushtaq2023_1,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,land_cover,"{""highly_suitable_classes"": [""Agriculture"", ""Scrubland""], ""marginal_classes"": [""Wasteland"", ""Forest""], ""not_suitable_classes"": [""Water"", ""Built up area"", ""Snow/glacier"", ""Dense forest""]}",,structural_suitability,literature_relationship,table,crop_specific,,low,"LULC	Agriculture	17.73	8	0.179	17.9
Scrubland	9.88	7
Wasteland	6.02	4
Water	0.59	1
Built up area	2.44	1
Snow/glacier	4.21	1
Dense forest	43.4	1
Forest	15.72	2",13,false,LULC,Morus spp.,,"[VERIFY-FLAG mismatch: 'Forest' (score 2, marginal) is incorrectly included in not_suitable_classes alongside score-1 classes. Scrubland (score 7) and Wasteland (score 4) are omitted entirely. The relationship collapses a multi-class suitability table into a binary split that misrepresents the source.] AHP weights from expert interviews and literature (Bera 2002; FAO 2007; Handique et al. 2016; Uniyall 2014) as stated p.5",page,,,,,,,,
ev_t4_soilph_mushtaq2023_2,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,soil_ph,"{""opt_low"": 6.5, ""opt_high"": 7.5, ""unit"": ""pH""}",,structural_suitability,literature_relationship,primary_measured,crop_specific,,high,The ideal soil conditions for mulberry production include a soil depth ranging from 75 to 100 cm and a pH level between 6.5 and 7.5 (S1).,16,true,soil pH S1,Morus spp.,,"[dropped 2026-09-18 by peetmate; reason:species_envelope; note:this is mulberry agroforestry very obviously species specific and not general, it is concerning that this extract passed the instructions to agents need tightening, include this as an example of something that should have been excluded.] [reclassified 2026-07-14 by peetmate → crop_specific; taxon:Morus spp.; note:2026-07 sweep-retro: restore species/crop evidence (keep + bank for reuse, not dropped)]",page,,,,,,,dropped,
ev_t4_soilph_mushtaq2023_3,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,soil_ph,"{""opt_low"": 6.5, ""opt_high"": 8.5, ""unit"": ""pH""}",,structural_suitability,literature_relationship,primary_measured,crop_specific,,medium,"Mulberry agroforestry has the ability to withstand both high soil alkalinity and acidity, as mentioned in Bera (2002). It can thrive in soils that are moderately alkaline or acidic. However, for optimal mulberry growth, a soil pH range of 6.5 to 8.5 is considered ideal.",16,true,soil pH optimal range,Morus spp.,,"[dropped 2026-09-18 by peetmate; reason:species_envelope] [reclassified 2026-07-14 by peetmate → crop_specific; taxon:Morus spp.; note:2026-07 sweep-retro: restore species/crop evidence (keep + bank for reuse, not dropped)]",page,,,,,,,dropped,2026-06-18.section-scope
ev_t4_mat_mushtaq2023_2,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,mean_annual_temperature,"{""opt_low"": 20, ""opt_high"": 30, ""unit"": ""degrees_C""}",,structural_suitability,literature_relationship,cited_secondary,practice_technology,Ahmad et al. (2019). Agroforestry suitability mapping of India. Agroforestry Systems 93(4):1319–1336.,medium,"Agroforestry-friendly climates are characterized by mean annual precipitation exceeding 1200 mm and mean annual temperatures ranging from 20 to 30 °C (Ahmad et al., 2019).",17,false,mean annual temperature (general agroforestry),,,"[query 2026-09-18 by peetmate; reason:species_envelope; note:the paper is about mulberry, ensure this reference is general not crop specific. The insight should not be generalized beyond it's context, clearly agroforestry in different contexts is perfectly viable in areas with rainfall <1200mm, the same is probably true of temperature (but I am not so sure on this).] Ahmad et al. 2019",page,,,,,,,,
ev_t4_precip_mushtaq2023_2,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,annual_precipitation,"{""favorable_above"": 1200, ""unit"": ""mm_yr""}",,structural_suitability,literature_relationship,cited_secondary,practice_technology,Ahmad et al. (2019). Agroforestry suitability mapping of India. Agroforestry Systems 93(4):1319–1336.,low,"Agroforestry-friendly climates are characterized by mean annual precipitation exceeding 1200 mm and mean annual temperatures ranging from 20 to 30 °C (Ahmad et al., 2019).",17,true,mean annual precipitation (general agroforestry),,,[reviewed 2026-09-18 by peetmate; reason:other] Ahmad et al. 2019,page,,,,,,,,
ev_t4_mat_mushtaq2023_3,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,mean_annual_temperature,"{""opt_low"": 20, ""opt_high"": 24, ""mod_high"": 28, ""not_suitable_below"": 20, ""not_suitable_above"": 32, ""unit"": ""degrees_C""}",,structural_suitability,literature_relationship,primary_measured,crop_specific,,low,"The mean temperature during the growing season (°C) was categorized into four groups: highly suitable (20–24), moderately suitable (24–28), marginally acceptable (28–32), and not suitable (< 20 and > 32)",17,false,mean temperature during growing season,Morus spp.,,"[VERIFY-FLAG mismatch: abs_min: 20 and abs_max: 32 are wrong. The quote explicitly names '< 20 and > 32' as the 'not suitable' class — these are suitability score boundaries, not absolute thermodynamic limits. Encoding them as abs_min/abs_max implies values outside this range are impossible, but the quote merely calls them not suitable.]",page,,,,,,,,
ev_t4_precip_mushtaq2023_3,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,annual_precipitation,"{""opt_low"": 500, ""opt_high"": 750, ""mod_high"": 2000, ""not_suitable_below"": 500, ""not_suitable_above"": 3400, ""unit"": ""mm_yr""}",,structural_suitability,literature_relationship,primary_measured,crop_specific,,low,"The classification of rainfall maps was based on four categories: highly suitable (500–750 mm), moderately suitable (750–2000 mm), marginally acceptable (2000–3400 mm), and not suitable (< 500 and > 3400 mm).",17,true,rainfall classification,Morus spp.,,"[dropped 2026-09-18 by peetmate; reason:species_envelope] [reclassified 2026-07-14 by peetmate → crop_specific; taxon:Morus spp.; note:2026-07 sweep-retro: restore species/crop evidence (keep + bank for reuse, not dropped)]",page,,,,,,,dropped,
ev_t4_slope_mushtaq2023_2,mushtaq_2023,agroforestry,agroforestry__shaded_perennial,slope,,,structural_suitability,scoping_candidate,primary_measured,crop_specific,,low,"According to the reclassification map based on slope, 17.4% of the Anantnag district is deemed highly suitable for mulberry agroforestry. The majority of the land has moderate suitability (37.4%) and marginal suitability (15.23%) for mulberry production. However, a significant portion (29.97%) is deemed unsuitable for mulberry agroforestry",17,true,slope suitability area statistics,Morus spp.,,"[dropped 2026-09-18 by peetmate; reason:species_envelope] [reclassified 2026-07-14 by peetmate → crop_specific; taxon:Morus spp.; note:2026-07 sweep-retro: restore species/crop evidence (keep + bank for reuse, not dropped)]",page,,,,,,,dropped,
ev_t4_meanann_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,mean_annual_temperature,"{""very_good_min_C"": 20, ""very_good_max_C"": 25.5, ""good_min_C"": 15, ""good_max_C"": 20, ""moderate_min_C"": 10, ""moderate_max_C"": 15, ""marginal_min_C"": 5, ""marginal_max_C"": 10, ""unsuitable_threshold_C"": 5, ""variable_weight_pct"": 35, ""criteria_weight_pct"": 35}",,structural_suitability,literature_relationship,table,practice_technology,,medium,Annual mean temperature °C -19.5 to 25.5 20-25.5 15-20 10-15 5-10 < 5 35% 35%,11,true,Annual mean temperature,,,"[reviewed 2026-09-18 by peetmate; reason:confirmed_pass] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_annualp_nath21_02,nath_2021,agroforestry,agroforestry__cross_family,annual_precipitation,"{""very_good_min_mm"": 2000, ""good_min_mm"": 1500, ""good_max_mm"": 2000, ""moderate_min_mm"": 1300, ""moderate_max_mm"": 1500, ""marginal_min_mm"": 1000, ""marginal_max_mm"": 1300, ""unsuitable_threshold_mm"": 1000, ""variable_weight_pct"": 35}",,structural_suitability,literature_relationship,table,practice_technology,,medium,Total annual precipitation mm 235 to 9312 > 2000 2000-1500 1500-1300 1300-1000 < 1000 35%,11,false,Total annual precipitation,,,"[query 2026-09-18 by peetmate; reason:other; note:this precipitation amount must be very context specific to region/country/AEZ as there are vast areas of farmland that get <1000mm rainfall per year that are highly suitable for agroforestry elsewhere in the world. This is not a ""global"" generalizable number.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_aridity_nath21_03,nath_2021,agroforestry,agroforestry__cross_family,aridity_index,"{""very_good_min"": 35000, ""good_min"": 15000, ""good_max"": 35000, ""moderate_min"": 10000, ""moderate_max"": 15000, ""marginal_min"": 5000, ""marginal_max"": 10000, ""unsuitable_threshold"": 5000, ""variable_weight_pct"": 15}",,structural_suitability,literature_relationship,table,practice_technology,,medium,"Table 2
Suitability classes and weights assigned to variables and respective criteria as per the available literature and knowledge of domain experts.
Criteria (c) Variable (v) Unit of measurement Range/Code Suitability classes for agroforestry (1: Very good, 2: Good, 3: Moderate, 4: Marginal, 5: Unsuitable) Weight for variable (w v ) Weight for criteria (w c) 1 2 3 4 5
Climate Annual mean temperature °C -19.5 to 25.5 20-25.5 15-20 10-15 5-10 < 5 35% 35%
Total annual precipitation mm 235 to 9312 > 2000 2000-1500 1500-1300 1300-1000 < 1000 35%
Reference Evapotranspiration mm/day 73-1663 1450-1663 1250-1450 1100-1250 1000-1100 < 1000 15%
Aridity Index unitless 2442-70313 35000 > 15000-35000 10000-15000 5000-10000 < 5000 15%",11,false,Aridity Index,,,"[query 2026-09-18 by peetmate; reason:other; note:be sure to note what aridity index they are using, there are different types and ultimately we will need to harmonize.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,2026-06-18.section-scope
ev_t4_soilph_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,soil_ph,"{""very_good_min"": 5.5, ""very_good_max"": 7.2, ""next_class_min"": 7.2, ""next_class_max"": 7.4}",,structural_suitability,literature_relationship,table,practice_technology,,low,Topsoil pH Nutrient availability in topsoil -log(H+) 4.6 to 7.6 5.5-7.2 7.2-7.4,11,false,Topsoil pH,,,"[query 2026-09-18 by peetmate; reason:insufficient_context; note:I cannot see the full table the caption is cropped off.] [VERIFY-FLAG mismatch: Quote shows only two named ranges (5.5-7.2, 7.2-7.4); bounds 4.6-5.5 assigned as 'good_lower' and 7.4-7.6 assigned as 'moderate' are inferred from the data-range endpoints, not from explicit suitability-class labels in the quote. variable_weight_pct: 25 is not present anywhere in the quote.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_soilorg_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,soil_organic_carbon,"{""very_good_min_pct"": 2.0, ""very_good_max_pct"": 3.71, ""good_min_pct"": 1.0, ""good_max_pct"": 2.0, ""moderate_min_pct"": 0.6, ""moderate_max_pct"": 1.0, ""unsuitable_threshold_pct"": 0.6, ""variable_weight_pct"": 25}",,structural_suitability,literature_relationship,table,practice_technology,,low,Organic carbon % weight 0.56 to 3.71 2.0-3.71 1.0-2.0 0.6-1.0 < 0.6 25%,11,false,Organic carbon,,,"[query 2026-09-18 by peetmate; note:be careful with this table the wieght for the variable is 25% within topsoil group and there are 5 groups of which topsoil is %20. This does seem like a very useful table overall and high priority publicatoin we need to make sure this table is captured in full.] [VERIFY-FLAG scope: cannot_expand — narrow; no fuller verbatim context] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,2026-06-18.section-scope
ev_t4_soildra_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,soil_drainage,"{""very_good_code"": 4, ""good_codes"": ""3,6"", ""moderate_code"": 2, ""marginal_code"": 1, ""variable_weight_pct"": 20}",,structural_suitability,literature_relationship,table,practice_technology,,medium,"Table 2 Suitability classes and weights assigned to variables and respective criteria as per the available literature and knowledge of domain experts. Criteria (c) Variable (v) Unit of measurement Range/Code Suitability classes for agroforestry (1: Very good, 2: Good, 3: Moderate, 4: Marginal, 5: Unsuitable) Weight for variable (wv) Weight for criteria (wc) 1 2 3 4 5 ... Soil Drainage Code 1,2,3,4,6 4 3,6 2 1 - - 20%",11,false,Soil Drainage,,,"[query 2026-09-18 by peetmate; reason:other; note:the soil drainage codes are not interpretable as ordinal values, more information is needed as to what exactly the codes refer to if we are going to be able to use this practically. we need an issue that refers to this type of probelm] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,2026-06-18.section-scope
ev_t4_slope_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,slope,"{""very_good_max_deg"": 5, ""good_min_deg"": 5, ""good_max_deg"": 10, ""moderate_min_deg"": 10, ""moderate_max_deg"": 15, ""marginal_min_deg"": 15, ""marginal_max_deg"": 20, ""unsuitable_min_deg"": 20, ""variable_weight_pct"": 40}",,structural_suitability,literature_relationship,table,practice_technology,,medium,Slope degree 0 to 44 0 to 5 5 to 10 10 to 15 15 to 20 20 to 44 40%,11,true,Slope,,,"[reviewed 2026-09-18 by peetmate; reason:confirmed_pass] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_treecan_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,tree_canopy_cover,"{""suitable_classes"": ""Non-forest, Scrub, OF"", ""restricted_classes"": ""Water, MDF & VDF"", ""variable_weight_pct"": 50}",,structural_suitability,literature_relationship,table,practice_technology,,low,"Forest Cover map Category Water, NF, Scrub, Forest Non-forest, Scrub, OF - - - Water, MDF & VDF 50%",11,false,Forest Cover map,,,"[VERIFY-FLAG mismatch: Quote uses abbreviations 'OF', 'MDF', 'VDF'; relationship silently expands these to 'Open Forest', 'Moderately Dense Forest', 'Very Dense Forest' — expansions not stated in the quote and should be flagged as inferred, not verified.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_distance_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,distance_to_road,"{""very_good_max_m_or_km_unresolved"": 3, ""good_min"": 3, ""good_max"": 6, ""moderate_min"": 6, ""moderate_max"": 10, ""marginal_min"": 10, ""marginal_max"": 20, ""unsuitable_min"": 20, ""variable_weight_pct"": 34, ""unit_note"": ""quote header says 'm'; whether class bounds are m or km is unresolvable from quote alone""}",,operational_risk,literature_relationship,table,practice_technology,,low,Distance from Roads m 0-43140 0-3 3-6 6-10 10-20 > 20 34%,11,false,Distance from Roads,,,"[VERIFY-FLAG mismatch: Quote header states unit as 'm' (metres) with data range 0-43140 m; relationship encodes values with '_km' suffix (e.g. very_good_max_km: 3). If the suitability-class values (0-3, 3-6, 6-10, 10-20, >20) are in km, the unit label contradicts the quote's 'm' header. Unit cannot be verified from the quote alone.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_landcov_nath21_01,nath_2021,agroforestry,agroforestry__cross_family,land_cover,,,structural_suitability,scoping_candidate,table,practice_technology,,low,NDVI Unitless 0 to 1 0.6-0.9 0.4-0.6 0.2-0.4 0.1-0.2 > 0.1 50% 10%,11,false,NDVI,,,"[query 2026-09-18 by peetmate; note:ok needs correction to NVDI then] [VERIFY-FLAG mismatch: Three defects: (1) variable is labelled 'land_cover' but quote describes NDVI — variable is mislabelled; (2) quote contains two weight values '50% 10%' but relationship only captures variable_weight_pct: 50, dropping the 10%; (3) the final class token '> 0.1' in the quote is almost certainly a transcription error for '< 0.1' (unsuitable), but no unsuitable class is encoded in the relationship regardless.] general — applies cross-family (Nath et al. 2021 MCDA study, EIHR)",page,,,,,,,,
ev_t4_treecanopy_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""density_low"": 50, ""density_high"": 113, ""unit"": ""trees ha-1"", ""direction"": ""range tested""}","{""region"": ""Europe"", ""countries"": ""Spain, France, The Netherlands""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,silvoarable scenarios allocated a proportion of the hypothetical farms (10 or 50%) to silvoarable agroforestry at two different tree densities (50 or 113 trees ha−1) on two different qualities of land (best or worst quality land),2,false,tree density,,,"[VERIFY-FLAG scope: methods — Quote describes a modelling scenario design (proportion of farm allocated to silvoarable at 50 or 113 trees/ha on best/worst land), not a su]",page,,,,,,,,2026-06-18.section-scope
ev_t4_treecanopy_palma2007_02,palma_2007,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""density_low"": 50, ""density_high"": 113, ""unit"": ""trees ha-1"", ""spacing_low"": ""40x5 m"", ""spacing_high"": ""22x4 m""}","{""region"": ""Europe""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"Scenarios comprised hypothetical farms with SAF at two densities (50 and 113 trees ha−1, 40×5 m and 22×4 m respectively) on 10 and 50% of the total agricultural area, starting with either the best and worst quality land.",3,false,tree density,,,[dropped 2026-09-18 by peetmate],page,,,,,,,dropped,2026-06-18.section-scope
ev_t4_landcover_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""direction"": ""SAF compared to current agricultural land use / status quo""}","{""region"": ""Europe""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,Current agricultural land use was also modeled to provide a comparison with the status quo.,3,false,current agricultural land use,,,[VERIFY-FLAG mismatch: Relationship says 'silvoarable vs conventional arable compared' but quote only says 'current agricultural land use' / 'status quo' — neither 'silvoarable' nor 'conventional arable' labels appear in this quote.] [AUTO-QUARANTINE off_scope:land_cover_no_classes],page,,,,,,,dropped,
ev_t4_market_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,market_value_chain,"{""direction"": ""high-value timber species improves SAF financial performance""}","{""region"": ""France"", ""taxa_examples"": ""Juglans hybr., Populus sp.""}",operational_risk,literature_relationship,modelled,practice_technology,,high,"This was in part due to relatively high financial returns from the timber produced in the SAF systems, since the trees selected were valuable (walnut, Juglans hybr.) or produced rapid returns (poplar, Populus sp.)",6,true,financial returns from timber,,,"[query 2026-09-18 by peetmate; reason:other; note:This is an interesting finding, perhaps relevant to the next steps module of the toolkit, but the variable itself might need some more scrutiny. Market_value_chain does suggest there is some way of selling timber from agroforestry so that is a start] [reviewed 2026-06-22 by peetmate; reason:other; note:This is an interesting finding, perhaps relevant to the next steps module of the toolkit, but the variable itself might need some more scrutiny. Market_value_chain does suggest there is some way of selling timber from agroforestry so that is a start]",page,,,,,,,,
