evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page,review_state,ruleset_version
ev_t6_total_cost_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Total Project Cost 
 873.60",12,false,Total Project Cost,,,"[VERIFY-FLAG unsupported: Quote fragment ('Total Project Cost 873.60') contains no unit label; 'usd_million' and 'excludes taxes' are asserted in the relationship but absent from the quote. Number matches but unit is inferred, not stated.] World Bank Food Systems Resilience Program for Eastern and Southern Africa (P178566), Phase 1, 2022. Countries: Ethiopia, Madagascar, regional (AFE).",page,,,,,,,,
ev_t6_total_cost_fsrp22_2,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Total Financing 
 873.60
of which IBRD/IDA  
 788.10",12,false,of which IBRD/IDA,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Additionally, source_note claims 'IDA Credit 479.05 + IDA Grant 309.05' but those sub-totals do not appear in the quoted text. Core number 788.1 matches quote but unit and sub-breakdown are unverifiable from the quote.] World Bank FSRP Phase 1 (P178566) financing summary table, 2022.",page,,,,,,,,
ev_t6_comp2_cost_fsrp22_3,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Supporting the Sustainable Development of Natural Resources for Resilient 
Agricultural Landscapes  
 267.66",11,false,Supporting the Sustainable Development of Natural Resources for Resilient Agricultural Landscapes,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Source_note adds 'includes agroforestry, silvopastoral, watershed restoration sub-activities' which is not in the quoted text. Number 267.66 matches.] World Bank FSRP Phase 1 (P178566) components summary, 2022. NbS-relevant component: explicitly includes agroforestry and silvopastoral systems (PAD para 55d).",page,,,,,,,,
ev_t6_comp1_cost_fsrp22_4,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"(Re-)building Resilient Agriculture Production Capacity  
 277.07",11,false,(Re-)building Resilient Agriculture Production Capacity,,,"[VERIFY-FLAG unsupported: Unit 'usd_million' not stated in quote fragment. Source_note adds 'includes agroforestry technologies sub-activity' not in quote. Number 277.07 matches.] World Bank FSRP Phase 1 (P178566) components summary, 2022. Agroforestry technologies listed as a supported technology family (PAD para 22e).",page,,,,,,,,
ev_t6_beneficiaries_fsrp22_5,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""low"": 1637600, ""high"": 1637600, ""unit"": ""farmers"", ""source_note"": ""Phase 1 end-target farmers adopting resilience-enhancing technologies/practices; 30% female; 40% climate-resilient technologies""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Farmers adopting resilience-enhancing technologies and practices (number)
(percentage of female farmers)
(percentage of climate-resilient technologies)  
0 
1,637,600  
(30) 
(40)",31,false,Farmers adopting resilience-enhancing technologies and practices,,,"World Bank FSRP Phase 1 (P178566) PrDO indicator table (Table 1), 2022. Countries: Ethiopia, Madagascar.",page,,,,,,,,
ev_t6_land_slm_fsrp22_6,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""low"": 250000, ""high"": 250000, ""unit"": ""hectares"", ""source_note"": ""Phase 1 end-target land area under sustainable land management practices; variable should be land_area or slm_area, not beneficiaries""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"Land area under sustainable land management practices (hectares) 
0 
250,000",31,false,Land area under sustainable land management practices,,,"[VERIFY-FLAG mismatch: Variable assigned as 'beneficiaries' but quote is about land area under SLM practices (hectares). This is a land/area variable, not a beneficiary count. Numeric value 250,000 and unit 'hectares' match the quote correctly.] World Bank FSRP Phase 1 (P178566) PrDO indicator table (Table 1), 2022.",page,,,,,,,,
ev_t6_eirr_fsrp22_7,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""threshold"": 25.8, ""unit"": ""percent_eirr"", ""source_note"": ""Phase 1 EIRR at 6% social discount rate; NPV US$1,131.85M; excludes GHG sequestration benefits and shadow price of carbon""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Based on total economic values costing US$873.07 
million37 and a social discount rate of 6 percent, Phase 1 is expected to have a net present value (NPV) of 
US$1,131.85 million and an economic internal rate of return (EIRR) of 25.8 percent.",55,false,economic internal rate of return (EIRR),,,"World Bank FSRP Phase 1 (P178566) economic analysis section, para 112, 2022.",page,,,,,,,,
ev_t6_eirr_spc_fsrp22_8,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""opt_low"": 27.9, ""opt_high"": 72.9, ""unit"": ""percent_eirr"", ""source_note"": ""EIRR range when shadow price of carbon added; market SPC=27.9%, low SPC=40.4%, high SPC=72.9%, average SPC=52.1%; carbon sequestration 6.8–47.8% of benefits""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Adding 
the SPC to the analysis increases the EIRR to 27.9, 40.4, 72.9 and 52.1 percent, using the World Bank’s market, 
low, and high and average SPCs, respectively, while the contribution of carbon sequestration varies from 6.8 to 
31.5 to 47.8 percent of overall benefits, respectively.",55,false,EIRR with shadow price of carbon,,,"World Bank FSRP Phase 1 (P178566) economic analysis section, para 113, 2022.",page,,,,,,,,
ev_t6_yield_cereals_fsrp22_9,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""opt_low"": 10, ""opt_high"": 20, ""unit"": ""percent_change"", ""source_note"": ""Yr-3 intermediate target: +10%; end-target (Yr-7): +20% yield change in cereals/pulses for directly benefiting households""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,medium,"Change in yields of targeted crops/livestock 
products in targeted households benefiting 
directly from the project (percentage) crops 
(cereals, pulses) 
0 
 
 
10 
 
 
 
20",85,false,"Change in yields of targeted crops (cereals, pulses)",,,"World Bank FSRP Phase 1 (P178566) results framework, page 76, 2022. Ethiopia component.",page,,,,,,,,
ev_t6_yield_vegetables_fsrp22_10,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""opt_low"": 23, ""opt_high"": 43, ""unit"": ""percent_change"", ""source_note"": ""Yr-3 intermediate: +23%; end-target (Yr-7): +43% yield change in vegetables/fruits for directly benefiting households""}",,nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"crops (vegetables, fruits) 
 
 
 
23 
 
 
 
43",85,false,"Change in yields of targeted crops (vegetables, fruits)",,,"[VERIFY-FLAG scope: off_scope — off-scope / not a suitability claim] World Bank FSRP Phase 1 (P178566) results framework, page 76, 2022.",page,,,,,,,,2026-06-18.section-scope
ev_t6_af_nbs_invest_fsrp22_11,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,medium,"(d) the protection and 
restoration of natural catchments, riverbanks, and groundwater recharge including through forest restoration, 
agroforestry, and silvopastoral systems",39,false,agroforestry and silvopastoral systems,,,"World Bank FSRP Phase 1 (P178566) PAD para 55, Sub-pillar 3.2, 2022. Component 2 investment scope includes agroforestry and silvopastoral systems explicitly.",page,,,,,Confirms that the US$267.66M Component 2 budget explicitly includes agroforestry and silvopastoral as investment types — links project_cost unit to agroforestry NbS.,39,,
ev_t6_af_tech_fsrp22_12,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,project_cost,,,nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"agroforestry 
technologies",89,false,agroforestry technologies,,,"[VERIFY-FLAG scope: off_scope — off-scope / not a suitability claim] World Bank FSRP Phase 1 (P178566) PAD para 22, Subcomponent 1.2, Ethiopia, 2022. Agroforestry technologies listed among climate-smart technology families supported.",page,,,,,Confirms that Component 1 (US$277.07M) also explicitly lists agroforestry technologies as a supported family — both major NbS-bearing components cover agroforestry.,89,,2026-06-18.section-scope
ev_t3_erosion_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,,"{""hazard_type"": ""erosion"", ""farming_system"": ""mixed_crop_livestock"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale"": ""medium_term_3_7yr"", ""country"": ""Kenya"", ""region"": ""ASAL"", ""note"": ""General Kenya-wide claim within WB PAD economic analysis section; practice-level, not species-specific""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,medium,"Practices such as agroforestry prevent land degradation and reduce losses of topsoil, thus inhibiting the escape of carbon into the atmosphere.",107,false,agroforestry,,,,page,,,,,,,,
ev_t3_flood_kcsap16_2,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,flood_hazard,,"{""hazard_type"": ""flood"", ""farming_system"": ""mixed_crop_livestock"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale"": ""medium_term_3_7yr"", ""country"": ""Kenya"", ""note"": ""Sentence subject 'Forest and watershed protection' spans p.106; this continuation on p.107 lists flood/storm mitigation as CSA SLM benefit. Extraction confidence low because agroforestry not named explicitly in this sentence — inferred from SLM practices context.""}",climate_risk,scoping_candidate,primary_measured,practice_technology,,low,"sedimentation resulting in siltation of rivers and reservoirs ; (ii) water flow regulation , including flood and storm protection, decreased rain water run-off (which could otherwise cause localized flooding, with  possible adverse impact on  fisheries and reservoirs ), and water quantity and  quality regulation; (iii) microclimate regulation; and (iv) enhanced biodiversity benefits.",107,false,forest and watershed protection (CSA SLM),,,,page,,,,,,,,2026-06-18.section-scope
ev_t3_drought_kcsap16_3,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,drought_hazard,,"{""hazard_type"": ""drought"", ""farming_system"": ""mixed_crop_livestock"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale"": ""medium_term_3_7yr"", ""country"": ""Kenya"", ""note"": ""Footnote 20 on p.17; PAD citing Kenya NCCAP 2013–2017. Agroforestry listed alongside other CSA adaptation technologies for climate resilience in ASAL/semi-arid smallholder systems.""}",climate_risk,scoping_candidate,cited_secondary,practice_technology,,medium,"NCCAP calls for increased investments in proven adaptation technologies such as agroforestry, conservation agriculture, integrated soil fertility management, drought-tolerant crops, water harvesting, drip irrigation, grazing management, fodder banks, and improved breeding.",17,false,agroforestry,,,"GoK (Government of Kenya) (2012), 'The National Climate Change Action Plan (NCCAP), 2013–2017,' MENR, Nairobi.",page,,,,,,,,
ev_t6_proj_cost_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,project_cost,"{""total_project_cost_usd_million"": 279.7, ""bank_financing_usd_million"": 250.0, ""unit"": ""usd_million""}","{""country"": ""Kenya"", ""project"": ""KCSAP P154784"", ""scope"": ""national CSA programme including agroforestry""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Total Project Cost: 
279.70 
Total Bank Financing: 
250.00",8,false,Total Project Cost,,,[VERIFY-FLAG mismatch: Quote says 'Bank Financing' (could be IBRD or IDA blend); relationship labels it 'ida_financing_usd_million'. The word 'IDA' does not appear in the quote.],page,,,,,,,,
ev_t6_comp_cost_kcsap16_2,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,project_cost,"{""component1_upscaling_csa_usd_million"": 163.8, ""unit"": ""usd_million""}","{""country"": ""Kenya"", ""note"": ""Component 1 includes agroforestry/crop-tree TIMPs""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Component Name 
Cost (USD Millions) 
Component I: Upscaling Climate Smart Agricultural Practices 
163.80",9,false,Project Components cost breakdown,,,"[VERIFY-FLAG unsupported: Quote only states Component 1 = 163.80. Components 2 (53.7), 3 (32.9), and 4 (29.3) are not present in the quoted text.]",page,,,,,,,,
ev_t6_cofin_kcsap16_3,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,project_cost,"{""total_cofinancing_usd_million"": 29.7, ""beneficiary_contributions_usd_million"": 5.5, ""county_government_contributions_usd_million"": 8.3, ""implementation_period_years"": 5, ""unit"": ""usd_million""}","{""country"": ""Kenya""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,high,"counterpart funds (US$15.9 million equivalent), county governments (US$8.3 million), and beneficiary contributions (US$5.5 million equivalent) for a total of US$29.7 million equivalent. The project will be implemented over a period of five years.",26,false,Co-financing breakdown,,,,page,,,,,,,,2026-06-18.section-scope
ev_t6_eirr_kcsap16_4,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""npv_usd_million"": 304, ""eirr_percent"": 16.7, ""unit"": ""project_level""}","{""country"": ""Kenya"", ""note"": ""Project-level EIRR covering crop, livestock, agroforestry TIMPs; 264,000 ha targeted""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"The resulting economic net present value (NPV) is about 
US$304 million, and the economic internal rate of return (EIRR) is 16.7 percent. Sensitivity 
analyses demonstrate that the project can absorb substantial negative impacts and still generate 
an EIRR above the opportunity cost of capital; the analysis thus supports the public investment 
decision.",31,false,Economic Internal Rate of Return (EIRR),,,[VERIFY-FLAG mismatch: NPV (304) and EIRR (16.7%) are in the quote; 'investment_period_years: 20' and 'discount_rate_percent: 12' are not stated in the quoted text.],page,,,,,,,,
ev_t6_npv_range_kcsap16_5,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""npv_low_usd_incremental"": 403, ""npv_high_usd_incremental"": 12413, ""bc_ratio_low"": 1.4, ""bc_ratio_high"": 5.56, ""unit"": ""usd_incremental_unspecified_basis""}","{""country"": ""Kenya"", ""commodities"": ""11 commodities including cassava, sorghum, millet, banana, potato""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"Net present values of 
the net incremental benefits range fromUS$403 for millet to US$12,413 for honey. Benefit-cost 
ratios range from 1.40 for cassava-bean intercropping to 5.56 for honey.",31,false,Net Present Value of incremental net benefits,,,"[VERIFY-FLAG mismatch: NPV bounds (403, 12413) and BC ratios (1.40, 5.56) are in the quote; 'discount_rate_percent: 12' and 'investment_period_years: 20' are not. Unit 'usd_per_acre_incremental' is also not stated in this quote (quote does not specify per-acre basis).]",page,,,,,,,,
ev_t6_ghg_kcsap16_6,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""net_carbon_balance_tco2e_20yr"": -2276150, ""annual_tco2e_avoided"": -113807, ""carbon_price_usd_per_tco2e"": 10, ""carbon_revenue_usd_million"": 22.76, ""unit"": ""tco2e""}","{""country"": ""Kenya"", ""tool"": ""EX-ACT"", ""adoption_assumption"": ""60% of targeted farmers""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,medium,"Assuming that 60 percent of 
project farmers adopt at least one CSA TIMP, the net carbon balance over a period of 20 years is 
estimated to be –2,276,150 tCO2e (approximately –113,807 tCO2e per year). At a conservative 
carbon price (US$10/t), the value of the reduced GHG emissions under KCSAP is about 
US$22.76 million.",31,false,Net carbon balance (EX-ACT),,,,page,,,,,,,,
ev_t6_beneficiaries_kcsap16_7,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""total_direct_beneficiaries"": 521500, ""year1_target"": 9075, ""year5_target"": 521500, ""unit"": ""count""}","{""country"": ""Kenya"", ""note"": ""includes CIGs, VMGs, County investments, PPPs; 45% target female""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,high,"Direct project 
beneficiaries 
(Number) - (Core) 
0.00 
9,075.00 
8,8450.00 
278,900.00 
487,500.00 
521,500.00",34,false,Direct project beneficiaries (Results Framework),,,"[dropped 2026-07-17 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.] [dropped 2026-07-06 by peetmate; reason:off_scope; note:CSA project beneficiaries are nothing to do with NbS practice suitability, this is an obvious mistake which  should review and fix the extraction agents and QAQC agents to remove.]",page,,,,,,,dropped,
ev_t6_ben_adopt_kcsap16_8,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,beneficiaries,"{""beneficiary_households_economic_analysis"": 108900, ""adoption_rate_assumed_percent"": 60, ""unit"": ""count""}","{""country"": ""Kenya"", ""note"": ""CIG and VMG members only; county-level and PPP beneficiaries excluded from economic model""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,high,"It is assumed that at the end of the project, 60 percent of beneficiaries targeted through 
CIGs and VMGs (approximately 108,900 beneficiary households) will have adopted at least one 
CSA TIMP.",118,false,Beneficiaries (economic analysis adoption assumption),,,,page,,,,,,,,
ev_t6_sorghum_ret_kcsap16_9,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""npv_incremental_usd_per_acre"": 794, ""bc_ratio"": 1.8, ""investment_period_years"": 20, ""unit"": ""usd_per_acre""}","{""country"": ""Kenya"", ""commodity"": ""sorghum intercropped with green grams"", ""system"": ""semi-arid CSA TIMP""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"The incremental net benefits over 20 years were US$794/acre, the benefit-cost 
(BC) ratio was 1.8, and switching values for benefits and costs were –44 percent and 79 percent.",109,false,Sorghum/green grams incremental net benefits,,,[VERIFY-FLAG mismatch: 'discount_rate_percent: 12' is not stated in the quote. 'investment_period_years: 20' is explicitly stated ('over 20 years') so that value is ok.],page,,,,,,,,
ev_t6_millet_ret_kcsap16_10,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""annual_net_benefit_usd_per_acre"": 152, ""npv_incremental_usd_per_acre"": 403, ""bc_ratio"": 1.45, ""unit"": ""usd_per_acre""}","{""country"": ""Kenya"", ""commodity"": ""finger millet"", ""yield_change"": ""300 to 900 kg/acre""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"The resulting annual net benefits are around US$152 per acre, with an NPV of incremental net benefits of US$403. 
The BC ratio of 1.45, and switching values for benefits of –31 percent and cost of 45 percent, 
attest to the robustness of the result.",110,false,Finger millet incremental net benefits,,,"[VERIFY-FLAG mismatch: 'discount_rate_percent: 12' and 'investment_period_years: 20' are not stated in the quote. Annual net benefit (152), NPV (403), BC ratio (1.45) are directly stated.]",page,,,,,,,,
ev_t6_cassava_ret_kcsap16_11,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""annual_net_benefit_usd_per_acre"": 513, ""npv_incremental_usd_per_acre"": 2523, ""bc_ratio"": 1.4, ""yield_change"": ""1.4 to 4 t/acre dry cassava"", ""unit"": ""usd_per_acre""}","{""country"": ""Kenya"", ""commodity"": ""cassava intercropped with beans"", ""system"": ""soil fertility improvement with N-fixation""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"The model assumes an increase in dry cassava yield (which is about 40 percent 
of fresh cassava) from 1.4 t/acre to 4 t/acre, leading to annual average net benefits of US$513, an 
NPV of incremental net benefits of US$2,523, and a BC ratio of 1.4. The switching values for 
benefits and costs are –29 percent and 40 percent, respectively.",112,false,Cassava/bean intercrop incremental net benefits,,,"[VERIFY-FLAG mismatch: 'discount_rate_percent: 12' and 'investment_period_years: 20' are not stated in the quote. All other values (513, 2523, 1.4, yield change) are directly stated.]",page,,,,,,,,
ev_t6_banana_ret_kcsap16_12,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""annual_net_benefit_usd_per_acre"": 6485, ""npv_incremental_usd_per_acre"": 5803, ""bc_ratio"": 5.34, ""unit"": ""usd_per_acre""}","{""country"": ""Kenya"", ""commodity"": ""tissue-culture bananas"", ""system"": ""non-ASAL smallholder; mulching + soil testing""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"These practices require 
approximately 20 percent more labor time and more production inputs but lead to an annual net 
benefit of US$6,485, an NPV of incremental net benefits over 20 years of US$5,803, and a BC 
ratio of 5.34. The switching values for benefits and costs are –81 percent and 434 percent, 
respectively.",113,false,Tissue-culture banana (TCB) incremental net benefits,,,"[VERIFY-FLAG mismatch: 'yield_change: 11 to 18 t/acre (TCB vs sucker)' is not in the quote (quote mentions only ~20% more labor, not a yield range). 'discount_rate_percent: 12' and 'investment_period_years: 20' are also not stated. NPV (5803), annual net benefit (6485), and BC ratio (5.34) are directly stated.]",page,,,,,,,,
ev_t6_yield_target_kcsap16_13,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""target_productivity_increase_percent"": 20, ""year3_target_percent"": 5, ""year4_target_percent"": 15, ""year5_target_percent"": 20, ""unit"": ""percent""}","{""country"": ""Kenya"", ""commodities"": ""sorghum, millet, cassava, dairy, aquaculture; CSA TIMPs""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,low,"Increase in 
productivity of 
selected agricultural 
commodities 
supported by the 
project 
(Percentage) 
0.00 
0.00 
2.00 
5.00 
15.00 
20.00",35,false,Increase in productivity of selected agricultural commodities (Results Framework PDO indicator),,,"[VERIFY-FLAG mismatch: Sequence is baseline=0, yr1=0, yr2=2, yr3=5, yr4=15, yr5=20. 'year3_target_percent: 15' is wrong — position 3 in sequence is 5%; 15% is year 4. Final target (20) and year5 are correct.]",page,,,,,,,,
ev_t6_af_systems_kcsap16_14,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,project_cost,,"{""country"": ""Kenya"", ""note"": ""Establishes agroforestry as explicit KCSAP target system""}",nbs_effect,scoping_candidate,primary_measured,practice_technology,,medium,"The KCSAP focuses primarily on: (i) improving water/soil management, especially 
within smallholder maize systems in the marginal rainfall zones—specifically, in smallholder 
mixed crop-livestock, crop-livestock-tree (agro-silvo-pastoral) production systems and in crop-
forest (agro-forestry) production systems",20,false,KCSAP focus areas including agroforestry,,,,page,,,,,,,,
ev_t6_sensitivity_kcsap16_15,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""npv_usd_million"": 304, ""eirr_percent"": 16.7, ""sensitivity_floor_eirr_percent"": 6, ""unit"": ""project_level""}","{""country"": ""Kenya"", ""note"": ""NPV positive across all scenarios tested; EIRR sensitive to land area and adoption""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Based on the above assumptions, the analysis shows an NPV of US$304 million with an 
EIRR of 16.7 percent. Sensitivity analyses for key variables demonstrate the robustness of the 
results (Table A5.4). The NPV is positive for all proposed changes, and the EIRR is above 6 
percent. For some changes such as land area under cultivation, or number of participating 
beneficiaries, however, the EIRR becomes critically low.",121,false,Sensitivity analysis results,,,,page,,,,,,,,
ev_t6_carbon_global_stock_zomer14_1,zomer_2014,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""global_stock_PgC_2000"": 45.3, ""tree_contribution_pct"": "">75"", ""unit"": ""PgC"", ""note"": ""ipcc_baseline_PgC=11.1 removed — not stated in this quote; requires separate evidence unit with direct citation""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""timescale_of_effect"": ""baseline_2000"", ""conditionality"": ""applies where tree cover ≥10% on agricultural land; global estimate"", ""scale"": ""global""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,low,"we estimated 45.3 PgC on agricultural land globally, with trees contributing >75%.",1,false,global biomass carbon agricultural land revised estimate 45.3 PgC,,,[VERIFY-FLAG mismatch: ipcc_baseline_PgC=11.1 does not appear in the provided quote. Quote states only 45.3 PgC total and >75% tree contribution. The 11.1 PgC figure is injected from elsewhere and is unsupported by this quote.],page,,,,,,,,
ev_t6_carbon_increase_decadal_zomer14_2,zomer_2014,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""tree_cover_increase_pct"": 3.7, ""biomass_carbon_increase_PgC"": "">2"", ""biomass_carbon_increase_pct"": 4.6, ""mean_tC_ha_2000"": 20.4, ""mean_tC_ha_2010"": 21.4, ""unit"": ""tC_ha"", ""period_years"": 10, ""note"": ""Decadal trend 2000–2010; global agricultural land with tree cover""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""moderate_positive"", ""timescale_of_effect"": ""long_term_10yr"", ""scale"": ""global"", ""conditionality"": ""net global trend; masks regional declines (Argentina, Sierra Leone, Myanmar)""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Between 2000 and 2010 tree cover increased by 3.7%, resulting in an increase of >2 PgC (or 4.6%) of biomass carbon. On average, globally, biomass carbon increased from 20.4 to 21.4 tC ha−1.",1,false,biomass carbon increase 2000-2010 tC/ha global agricultural land,,,,page,,,,,,,,
ev_t6_carbon_annual_rate_zomer14_3,zomer_2014,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""sequestration_rate_PgC_yr"": 0.2, ""unit"": ""PgC_yr"", ""period"": ""2000_2010"", ""note"": ""Compared to above-ground losses from tropical land use conversion of 0.6–1.2 PgC yr−1 (Houghton et al. cited)""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""moderate_positive"", ""timescale_of_effect"": ""long_term_10yr"", ""scale"": ""global"", ""conditionality"": ""net global sequestration rate; comparison benchmark is deforestation losses 0.6–1.2 PgC yr−1""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"Between 2000 and 2010, there was an increase of 0.2 PgC yr−1 of biomass carbon on agricultural land.",5,false,annual biomass carbon increase rate 0.2 PgC/yr agricultural land,,,,page,,,,,,,,
ev_t6_carbon_perha_vs_ipcc_zomer14_4,zomer_2014,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""mean_tC_ha_2000"": 20.4, ""mean_tC_ha_2010"": 21.4, ""ipcc_tier1_baseline_tC_ha"": 5.0, ""multiplier_vs_ipcc"": "">4"", ""unit"": ""tC_ha"", ""note"": ""Global mean agricultural land including tree component; IPCC Tier 1 default ignores tree component""}","{""variable_type"": ""opportunity_space_variable"", ""effect_direction"": ""strong_positive"", ""timescale_of_effect"": ""baseline_2000_to_2010"", ""conditionality"": ""reflects inclusion of tree component; IPCC baseline alone undercounts by >4x"", ""scale"": ""global""}",nbs_effect,literature_relationship,primary_measured,practice_technology,,high,"This gives a mean value of 20.4 tC ha−1 in 2000, and 21.4 tC ha−1 in 2010, which is more than four times larger than the IPCC Tier 1 global estimate of 5 tC ha−1.",2,false,per-hectare biomass carbon 20.4 tC/ha vs IPCC 5 tC/ha,,,,page,,,,,,,,
